column,ks_statistic,ks_pvalue,emd_score,mse_stats,real_mean,synthetic_mean,mean_diff,real_std,synthetic_std
age,0.3081140350877193,1.2667524031543927e-38,7.780372807017543,27.58990656910415,36.31853070175438,44.097807017543865,7.779276315789481,13.521001139835214,17.546232347978844
gender,0.08771929824561403,0.0017828121257286204,0.08771929824561409,0.0019241262586999436,0.5515350877192983,0.46381578947368424,0.08771929824561403,0.4976099306830322,0.49896261323884117
rgn,0.008771929824561403,0.9999999999999943,0.00877192982456143,2.3601326418046533e-05,0.2894736842105263,0.2807017543859649,0.00877192982456143,0.45376694764541275,0.44958860433434367
wt,0.42214912280701755,3.1395994201266845e-73,11.632785087719297,35.72726929747528,69.36315789473684,57.754495614035086,11.608662280701758,12.170321736926711,15.024798438970958
bmi,0.09539473684210527,0.0004933659877798145,1.239763157894741,5528.675445056624,25.62816447368421,26.131938596491228,0.5037741228070196,8.24765148592567,6.080294141211088
wst,0.4024122807017544,2.2204497893431272e-66,3.4975877192982465,80.459450992753,35.46326754385965,32.00094298245614,3.4623245614035127,3.8942266173147297,4.785132113152564
sys,0.1513157894736842,1.5935854775899683e-09,6.288377192982458,131.67158294310101,129.64254385964912,135.75328947368422,6.110745614035096,19.760794248977806,26.03336308582248
dia,0.12828947368421054,5.860429594004112e-07,2.291666666666667,182.60343577257967,82.34758771929825,83.46600877192982,1.1184210526315752,11.83117682218406,12.234757593962312
his,0.08771929824561403,0.0017828121257286204,0.08771929824561403,0.002063112940309872,0.5855263157894737,0.6732456140350878,0.08771929824561409,0.49290125142222013,0.4692839595254659
a1c,0.22039473684210525,8.203883549731766e-20,1.0417763157894737,3.230249004612929,6.859923245614035,7.864682017543859,1.0047587719298239,2.1964965354687513,2.98507489472152
bsr,0.16557017543859648,2.506482961155326e-11,23.48574561403509,222.2181948852239,165.47149122807016,188.5559210526316,23.084429824561425,84.72708986598731,102.24798822240142
vision,0.010964912280701754,0.9999999983540796,0.010964912280701733,3.006094393909093e-05,0.48903508771929827,0.5,0.010964912280701733,0.5001540387058784,0.5002743484431403
exr,0.4199561403508772,1.8894248512358888e-72,18.145833333333332,257.9943992176685,14.429824561403509,32.4703947368421,18.040570175438596,15.601848689044498,28.925340146457206
dipsia,0.06798245614035088,0.029519461831666902,0.06798245614035092,0.0012783811180772577,0.3793859649122807,0.31140350877192985,0.06798245614035087,0.48550047298115956,0.4633214258998645
uria,0.03508771929824561,0.6286754834079987,0.03508771929824561,0.0003596804270767189,0.32785087719298245,0.29276315789473684,0.03508771929824561,0.4696877395553157,0.4552803226197787
dur,0.2916666666666667,1.3538011702014917e-34,3.7112828947368417,8.757832821457644,2.112938596491228,5.727291666666668,3.6143530701754396,2.964895661540473,7.473707386368196
neph,0.044956140350877194,0.3154942506534582,0.04495614035087714,0.001003029617246411,0.17105263157894737,0.12609649122807018,0.044956140350877194,0.3767615624551832,0.33214022323572595
hdl,0.11732456140350878,6.909499765383468e-06,1.631578947368421,0.6260179437161784,45.96052631578947,46.973684210526315,1.0131578947368425,6.8074166104476115,8.022975270158085
outcome,0.06578947368421052,0.0385841917910722,0.06578947368421056,0.0010820637119113585,0.5328947368421053,0.46710526315789475,0.06578947368421056,0.4991905169597508,0.4991905169597508
